method,seed,iteracion,yield,fuente,rechazos
multiagente,2,6,45.79548688889334,multiagent,0
multiagente,2,7,72.04141084833998,multiagent,0
multiagente,2,8,48.725943844716674,multiagent,0
multiagente,2,9,61.19147735009668,multiagent,0
multiagente,2,10,71.9255040281633,multiagent,0
multiagente,2,11,66.06652984021,multiagent,0
multiagente,2,12,55.74008958608332,multiagent,0
multiagente,2,13,55.39486637085664,multiagent,0
multiagente,2,14,67.60499298497997,multiagent,0
multiagente,2,15,76.61365463199999,multiagent,0
multiagente,2,16,42.303563567646655,multiagent,0
multiagente,2,17,56.71068360405665,multiagent,1
multiagente,2,18,76.23498423611665,multiagent,0
multiagente,2,19,73.49501358948334,multiagent,1
multiagente,2,20,75.62429935031672,multiagent,1
multiagente,2,21,63.77388481579995,multiagent,0
multiagente,2,22,73.14788342347,multiagent,0
multiagente,2,23,40.89809240077669,multiagent,0
multiagente,2,24,77.21612094143327,multiagent,0
multiagente,2,25,42.67848498180668,multiagent,0
multiagente,2,26,72.32598022718003,multiagent,0
multiagente,2,27,75.30246936904335,multiagent,0
multiagente,2,28,69.83241526207671,multiagent,0
multiagente,2,29,70.3160260119233,multiagent,0
multiagente_ucb,2,0,21.570570960539985,multiagente_ucb,0
multiagente_ucb,2,1,50.84966487930005,multiagente_ucb,0
multiagente_ucb,2,2,42.54639257275,multiagente_ucb,0
multiagente_ucb,2,3,27.790955537086685,multiagente_ucb,0
multiagente_ucb,2,4,73.75297880679672,multiagente_ucb,1
multiagente_ucb,2,5,41.74334680557664,multiagente_ucb,0
multiagente_ucb,2,6,74.17634233394672,multiagente_ucb,0
multiagente_ucb,2,7,72.95507881648001,multiagente_ucb,0
multiagente_ucb,2,8,71.48928345634664,multiagente_ucb,1
multiagente_ucb,2,9,43.62768275692998,multiagente_ucb,0
multiagente_ucb,2,10,72.37462449703331,multiagente_ucb,0
multiagente_ucb,2,11,47.89020327660009,multiagente_ucb,0
multiagente_ucb,2,12,78.30957702267662,multiagente_ucb,0
multiagente_ucb,2,13,79.75906288891332,multiagente_ucb,1
multiagente_ucb,2,14,70.38239163351342,multiagente_ucb,0
multiagente_ucb,2,15,73.00412597329999,multiagente_ucb,1
multiagente_ucb,2,16,55.2310921137,multiagente_ucb,1
multiagente_ucb,2,17,25.722307957350036,multiagente_ucb,0
multiagente_ucb,2,18,70.35745046933,multiagente_ucb,1
multiagente_ucb,2,19,73.37100719596995,multiagente_ucb,0
multiagente_ucb,2,20,57.90108389386656,multiagente_ucb,0
multiagente_ucb,2,21,23.95435749850002,multiagente_ucb,1
multiagente_ucb,2,22,77.54928879829993,multiagente_ucb,1
